기준월,지점ID,지점명,담당자ID,담당자명,병원ID,병원명,품목ID,품목명,처방수량,처방금액
2025-06,B001,서울1지점,R0002,송도석,H00148,부산한의원,P001,아세트론정,4,1694153
2025-06,B001,서울1지점,R0002,송도석,H00148,부산한의원,P002,리바코프캡슐,11,1873195
2025-06,B001,서울1지점,R0002,송도석,H00148,부산한의원,P003,네오프라졸,3,891605
2025-06,B001,서울1지점,R0002,송도석,H00027,가온한의원,P002,리바코프캡슐,2,719145
2025-06,B001,서울1지점,R0002,송도석,H00027,가온한의원,P003,네오프라졸,20,5037163
2025-06,B001,서울1지점,R0002,송도석,H00027,가온한의원,P004,카디오엑스,4,701114
2025-06,B001,서울1지점,R0002,송도석,H00003,새봄한의원,P003,네오프라졸,21,3528386
2025-06,B001,서울1지점,R0002,송도석,H00003,새봄한의원,P004,카디오엑스,6,1862149
2025-06,B001,서울1지점,R0002,송도석,H00003,새봄한의원,P005,글루코밸런스,3,1173896
2025-06,B001,서울1지점,R0002,송도석,H00018,서울한의원,P001,아세트론정,3,1296558
2025-06,B001,서울1지점,R0002,송도석,H00018,서울한의원,P002,리바코프캡슐,13,3247909
2025-06,B001,서울1지점,R0002,송도석,H00018,서울한의원,P004,카디오엑스,2,283026
2025-06,B001,서울1지점,R0002,송도석,H00018,서울한의원,P005,글루코밸런스,3,630001
2025-06,B001,서울1지점,R0002,송도석,H00129,한빛의원,P004,카디오엑스,0,297505
2025-06,B001,서울1지점,R0002,송도석,H00096,가온정형외과4,P001,아세트론정,1,235757
2025-06,B001,서울1지점,R0002,송도석,H00096,가온정형외과4,P002,리바코프캡슐,9,2868924
2025-06,B001,서울1지점,R0002,송도석,H00096,가온정형외과4,P003,네오프라졸,10,2388938
2025-06,B001,서울1지점,R0002,송도석,H00096,가온정형외과4,P004,카디오엑스,27,5409560
2025-06,B001,서울1지점,R0002,송도석,H00096,가온정형외과4,P005,글루코밸런스,4,1155637
2025-06,B001,서울1지점,R0002,송도석,H00154,삼성병원,P005,글루코밸런스,2,457159
2025-06,B001,서울1지점,R0002,송도석,H00100,우리병원,P001,아세트론정,4,1646365
2025-06,B001,서울1지점,R0002,송도석,H00100,우리병원,P003,네오프라졸,1,261371
2025-06,B001,서울1지점,R0002,송도석,H00100,우리병원,P005,글루코밸런스,3,1619335
2025-06,B001,서울1지점,R0002,송도석,H00033,미래한의원2,P001,아세트론정,5,1470866
2025-06,B001,서울1지점,R0002,송도석,H00033,미래한의원2,P002,리바코프캡슐,2,507820
2025-06,B001,서울1지점,R0002,송도석,H00033,미래한의원2,P004,카디오엑스,2,840976
2025-06,B001,서울1지점,R0002,송도석,H00070,우리한의원,P001,아세트론정,4,1356939
2025-06,B001,서울1지점,R0002,송도석,H00070,우리한의원,P002,리바코프캡슐,1,255025
2025-06,B001,서울1지점,R0002,송도석,H00070,우리한의원,P004,카디오엑스,0,305311
2025-06,B001,서울1지점,R0002,송도석,H00070,우리한의원,P005,글루코밸런스,1,254247
2025-06,B001,서울1지점,R0002,송도석,H00016,온누리약국,P001,아세트론정,4,987839
2025-06,B001,서울1지점,R0002,송도석,H00016,온누리약국,P002,리바코프캡슐,20,4696811
2025-06,B001,서울1지점,R0002,송도석,H00016,온누리약국,P004,카디오엑스,1,296899
2025-06,B001,서울1지점,R0002,송도석,H00016,온누리약국,P005,글루코밸런스,3,1182267
2025-06,B001,서울1지점,R0002,송도석,H00084,강남의원,P001,아세트론정,0,202956
2025-06,B001,서울1지점,R0002,송도석,H00084,강남의원,P004,카디오엑스,9,1183772
2025-06,B001,서울1지점,R0002,송도석,H00006,경기정형외과3,P002,리바코프캡슐,2,480541
2025-06,B001,서울1지점,R0002,송도석,H00006,경기정형외과3,P004,카디오엑스,4,588834
2025-06,B001,서울1지점,R0002,송도석,H00006,경기정형외과3,P005,글루코밸런스,0,125241
2025-06,B001,서울1지점,R0002,송도석,H00180,송도내과8,P004,카디오엑스,5,1542926
2025-06,B001,서울1지점,R0002,송도석,H00180,송도내과8,P005,글루코밸런스,1,451376
2025-06,B001,서울1지점,R0002,송도석,H00155,삼성내과,P001,아세트론정,2,1281756
2025-06,B001,서울1지점,R0002,송도석,H00155,삼성내과,P002,리바코프캡슐,3,817293
2025-06,B001,서울1지점,R0002,송도석,H00155,삼성내과,P003,네오프라졸,23,5086001
2025-06,B001,서울1지점,R0002,송도석,H00155,삼성내과,P004,카디오엑스,17,2834871
2025-06,B001,서울1지점,R0002,송도석,H00155,삼성내과,P005,글루코밸런스,13,3048262
2025-06,B001,서울1지점,R0002,송도석,H00071,미래정형외과,P002,리바코프캡슐,4,1022447
2025-06,B001,서울1지점,R0002,송도석,H00071,미래정형외과,P003,네오프라졸,12,4007652
2025-06,B001,서울1지점,R0002,송도석,H00071,미래정형외과,P005,글루코밸런스,8,1749653
2025-06,B001,서울1지점,R0002,송도석,H00066,강남약국,P002,리바코프캡슐,2,1258468
2025-06,B001,서울1지점,R0002,송도석,H00066,강남약국,P003,네오프라졸,3,712385
2025-06,B001,서울1지점,R0002,송도석,H00066,강남약국,P004,카디오엑스,9,1874403
2025-06,B001,서울1지점,R0002,송도석,H00030,부산한의원,P004,카디오엑스,0,513130
2025-06,B001,서울1지점,R0002,송도석,H00030,부산한의원,P005,글루코밸런스,6,614275
2025-06,B001,서울1지점,R0002,송도석,H00131,성모가정의학과,P002,리바코프캡슐,5,786298
2025-06,B001,서울1지점,R0002,송도석,H00131,성모가정의학과,P003,네오프라졸,3,1176445
2025-06,B001,서울1지점,R0002,송도석,H00131,성모가정의학과,P005,글루코밸런스,5,935199
2025-06,B001,서울1지점,R0002,송도석,H00152,드림가정의학과,P001,아세트론정,10,2071522
2025-06,B001,서울1지점,R0002,송도석,H00152,드림가정의학과,P002,리바코프캡슐,18,3407918
2025-06,B001,서울1지점,R0002,송도석,H00152,드림가정의학과,P003,네오프라졸,7,1595810
2025-06,B001,서울1지점,R0002,송도석,H00074,우리정형외과,P002,리바코프캡슐,6,1149786
2025-06,B001,서울1지점,R0002,송도석,H00074,우리정형외과,P003,네오프라졸,11,2211191
2025-06,B001,서울1지점,R0002,송도석,H00135,온누리피부과,P001,아세트론정,5,1935892
2025-06,B001,서울1지점,R0002,송도석,H00135,온누리피부과,P003,네오프라졸,0,367619
2025-06,B001,서울1지점,R0002,송도석,H00135,온누리피부과,P004,카디오엑스,4,832742
2025-06,B001,서울1지점,R0002,송도석,H00135,온누리피부과,P005,글루코밸런스,5,1406174
2025-06,B001,서울1지점,R0002,송도석,H00019,송도의료원8,P002,리바코프캡슐,15,3754193
2025-06,B001,서울1지점,R0002,송도석,H00019,송도의료원8,P003,네오프라졸,5,1717355
2025-06,B001,서울1지점,R0002,송도석,H00019,송도의료원8,P004,카디오엑스,42,9102474
2025-06,B001,서울1지점,R0002,송도석,H00019,송도의료원8,P005,글루코밸런스,7,2080209
2025-06,B001,서울1지점,R0003,박준현,H00116,부산내과,P001,아세트론정,3,909805
2025-06,B001,서울1지점,R0003,박준현,H00116,부산내과,P003,네오프라졸,1,1579922
2025-06,B001,서울1지점,R0003,박준현,H00134,서울의원,P001,아세트론정,4,930898
2025-06,B001,서울1지점,R0003,박준현,H00134,서울의원,P002,리바코프캡슐,1,131553
2025-06,B001,서울1지점,R0003,박준현,H00134,서울의원,P003,네오프라졸,10,2446815
2025-06,B001,서울1지점,R0003,박준현,H00134,서울의원,P005,글루코밸런스,2,680822
2025-06,B001,서울1지점,R0003,박준현,H00164,드림한의원,P005,글루코밸런스,16,2583696
2025-06,B001,서울1지점,R0003,박준현,H00035,가온병원6,P001,아세트론정,35,8900364
2025-06,B001,서울1지점,R0003,박준현,H00035,가온병원6,P003,네오프라졸,6,998239
2025-06,B001,서울1지점,R0003,박준현,H00035,가온병원6,P004,카디오엑스,1,472633
2025-06,B001,서울1지점,R0003,박준현,H00117,삼성병원,P001,아세트론정,7,913515
2025-06,B001,서울1지점,R0003,박준현,H00117,삼성병원,P002,리바코프캡슐,1,39449
2025-06,B001,서울1지점,R0003,박준현,H00117,삼성병원,P003,네오프라졸,2,655666
2025-06,B001,서울1지점,R0003,박준현,H00117,삼성병원,P004,카디오엑스,3,548500
2025-06,B001,서울1지점,R0003,박준현,H00117,삼성병원,P005,글루코밸런스,5,563336
2025-06,B001,서울1지점,R0003,박준현,H00131,성모가정의학과,P001,아세트론정,4,738522
2025-06,B001,서울1지점,R0003,박준현,H00131,성모가정의학과,P002,리바코프캡슐,5,2085168
2025-06,B001,서울1지점,R0003,박준현,H00131,성모가정의학과,P004,카디오엑스,3,1337430
2025-06,B001,서울1지점,R0003,박준현,H00131,성모가정의학과,P005,글루코밸런스,9,1411990
2025-06,B001,서울1지점,R0003,박준현,H00107,가온의료원9,P001,아세트론정,10,2266778
2025-06,B001,서울1지점,R0003,박준현,H00107,가온의료원9,P003,네오프라졸,1,572321
2025-06,B001,서울1지점,R0003,박준현,H00137,새봄약국,P001,아세트론정,3,1468045
2025-06,B001,서울1지점,R0003,박준현,H00137,새봄약국,P002,리바코프캡슐,7,2157779
2025-06,B001,서울1지점,R0003,박준현,H00137,새봄약국,P004,카디오엑스,3,1174687
2025-06,B001,서울1지점,R0003,박준현,H00090,온누리의원,P005,글루코밸런스,7,975675
2025-06,B001,서울1지점,R0003,박준현,H00093,연세피부과,P001,아세트론정,1,813883
2025-06,B001,서울1지점,R0003,박준현,H00093,연세피부과,P003,네오프라졸,8,2683964
2025-06,B001,서울1지점,R0003,박준현,H00093,연세피부과,P004,카디오엑스,4,586671
2025-06,B001,서울1지점,R0003,박준현,H00048,우리병원,P001,아세트론정,5,1186131
2025-06,B001,서울1지점,R0003,박준현,H00048,우리병원,P002,리바코프캡슐,3,1202672
2025-06,B001,서울1지점,R0003,박준현,H00048,우리병원,P003,네오프라졸,4,890978
2025-06,B001,서울1지점,R0003,박준현,H00048,우리병원,P004,카디오엑스,2,880055
2025-06,B001,서울1지점,R0003,박준현,H00048,우리병원,P005,글루코밸런스,4,1431595
2025-06,B001,서울1지점,R0003,박준현,H00033,미래한의원2,P002,리바코프캡슐,3,944529
2025-06,B001,서울1지점,R0003,박준현,H00033,미래한의원2,P004,카디오엑스,4,599260
2025-06,B001,서울1지점,R0003,박준현,H00051,송도약국,P001,아세트론정,6,2129777
2025-06,B001,서울1지점,R0003,박준현,H00051,송도약국,P002,리바코프캡슐,9,1936126
2025-06,B001,서울1지점,R0003,박준현,H00051,송도약국,P003,네오프라졸,3,1011979
2025-06,B001,서울1지점,R0003,박준현,H00051,송도약국,P004,카디오엑스,15,3519228
2025-06,B001,서울1지점,R0003,박준현,H00028,연세정형외과,P002,리바코프캡슐,4,1728894
2025-06,B001,서울1지점,R0003,박준현,H00028,연세정형외과,P003,네오프라졸,14,2938827
2025-06,B001,서울1지점,R0003,박준현,H00028,연세정형외과,P004,카디오엑스,10,1660526
2025-06,B001,서울1지점,R0003,박준현,H00006,경기정형외과3,P001,아세트론정,8,1003767
2025-06,B001,서울1지점,R0003,박준현,H00006,경기정형외과3,P002,리바코프캡슐,2,701031
2025-06,B001,서울1지점,R0003,박준현,H00006,경기정형외과3,P005,글루코밸런스,11,2307656
2025-06,B001,서울1지점,R0003,박준현,H00103,서울피부과4,P002,리바코프캡슐,14,3840830
2025-06,B001,서울1지점,R0003,박준현,H00103,서울피부과4,P003,네오프라졸,15,3736569
2025-06,B001,서울1지점,R0003,박준현,H00103,서울피부과4,P004,카디오엑스,7,2377875
2025-06,B001,서울1지점,R0003,박준현,H00103,서울피부과4,P005,글루코밸런스,4,1266278
2025-06,B001,서울1지점,R0003,박준현,H00052,해운대의료원,P003,네오프라졸,12,3591383
2025-06,B001,서울1지점,R0003,박준현,H00052,해운대의료원,P004,카디오엑스,1,271019
2025-06,B001,서울1지점,R0003,박준현,H00052,해운대의료원,P005,글루코밸런스,19,2939087
2025-06,B001,서울1지점,R0003,박준현,H00174,서울가정의학과,P002,리바코프캡슐,8,1354680
2025-06,B001,서울1지점,R0003,박준현,H00174,서울가정의학과,P003,네오프라졸,4,681352
2025-06,B001,서울1지점,R0003,박준현,H00174,서울가정의학과,P004,카디오엑스,6,1723633
2025-06,B001,서울1지점,R0003,박준현,H00174,서울가정의학과,P005,글루코밸런스,5,1192259
2025-06,B001,서울1지점,R0003,박준현,H00172,우리병원,P001,아세트론정,8,1254215
2025-06,B001,서울1지점,R0003,박준현,H00172,우리병원,P002,리바코프캡슐,3,795385
2025-06,B001,서울1지점,R0003,박준현,H00172,우리병원,P003,네오프라졸,2,756858
2025-06,B001,서울1지점,R0003,박준현,H00172,우리병원,P005,글루코밸런스,2,424709
2025-06,B001,서울1지점,R0003,박준현,H00068,연세내과,P001,아세트론정,9,1083176
2025-06,B001,서울1지점,R0003,박준현,H00068,연세내과,P002,리바코프캡슐,4,438249
2025-06,B001,서울1지점,R0003,박준현,H00068,연세내과,P004,카디오엑스,12,1756685
2025-06,B001,서울1지점,R0003,박준현,H00167,우리의원,P004,카디오엑스,9,2574860
2025-06,B001,서울1지점,R0003,박준현,H00167,우리의원,P005,글루코밸런스,6,1454425
2025-06,B001,서울1지점,R0003,박준현,H00042,온누리의원,P001,아세트론정,1,688666
2025-06,B001,서울1지점,R0003,박준현,H00042,온누리의원,P002,리바코프캡슐,2,734797
2025-06,B001,서울1지점,R0003,박준현,H00042,온누리의원,P003,네오프라졸,5,430907
2025-06,B001,서울1지점,R0003,박준현,H00042,온누리의원,P004,카디오엑스,7,2059501
2025-06,B001,서울1지점,R0003,박준현,H00042,온누리의원,P005,글루코밸런스,11,1647673
2025-06,B001,서울1지점,R0003,박준현,H00109,성모병원,P001,아세트론정,7,1842680
2025-06,B001,서울1지점,R0003,박준현,H00109,성모병원,P002,리바코프캡슐,4,1347224
2025-06,B001,서울1지점,R0003,박준현,H00109,성모병원,P003,네오프라졸,5,1627309
2025-06,B001,서울1지점,R0003,박준현,H00109,성모병원,P004,카디오엑스,7,2147333
2025-06,B001,서울1지점,R0003,박준현,H00109,성모병원,P005,글루코밸런스,3,1622045
2025-06,B001,서울1지점,R0003,박준현,H00083,경기피부과,P004,카디오엑스,8,1541414
2025-06,B001,서울1지점,R0003,박준현,H00083,경기피부과,P005,글루코밸런스,3,806101
2025-06,B001,서울1지점,R0003,박준현,H00123,새봄병원,P001,아세트론정,11,2679668
2025-06,B001,서울1지점,R0003,박준현,H00123,새봄병원,P003,네오프라졸,2,2064611
2025-06,B001,서울1지점,R0003,박준현,H00123,새봄병원,P004,카디오엑스,3,606644
2025-06,B001,서울1지점,R0003,박준현,H00123,새봄병원,P005,글루코밸런스,11,2965539
2025-06,B001,서울1지점,R0003,박준현,H00156,삼성의료원2,P001,아세트론정,4,933718
2025-06,B001,서울1지점,R0003,박준현,H00156,삼성의료원2,P002,리바코프캡슐,0,408004
2025-06,B001,서울1지점,R0003,박준현,H00156,삼성의료원2,P004,카디오엑스,12,3523350
2025-06,B001,서울1지점,R0003,박준현,H00133,분당병원,P004,카디오엑스,1,5961
2025-06,B001,서울1지점,R0003,박준현,H00133,분당병원,P005,글루코밸런스,5,1542305
2025-06,B001,서울1지점,R0003,박준현,H00047,우리가정의학과,P001,아세트론정,2,456329
2025-06,B001,서울1지점,R0003,박준현,H00047,우리가정의학과,P002,리바코프캡슐,12,2271782
2025-06,B001,서울1지점,R0003,박준현,H00047,우리가정의학과,P004,카디오엑스,9,2043146
2025-06,B001,서울1지점,R0003,박준현,H00047,우리가정의학과,P005,글루코밸런스,1,833835
2025-06,B001,서울1지점,R0003,박준현,H00148,부산한의원,P001,아세트론정,7,1121212
2025-06,B001,서울1지점,R0003,박준현,H00148,부산한의원,P002,리바코프캡슐,6,1934604
2025-06,B001,서울1지점,R0003,박준현,H00148,부산한의원,P003,네오프라졸,9,3904961
2025-06,B001,서울1지점,R0003,박준현,H00062,미래의료원,P001,아세트론정,7,1831094
2025-06,B001,서울1지점,R0003,박준현,H00062,미래의료원,P002,리바코프캡슐,2,513110
2025-06,B001,서울1지점,R0003,박준현,H00062,미래의료원,P003,네오프라졸,3,1088642
2025-06,B001,서울1지점,R0003,박준현,H00062,미래의료원,P004,카디오엑스,10,2027959
2025-06,B001,서울1지점,R0003,박준현,H00040,부산한의원8,P002,리바코프캡슐,6,579364
2025-06,B001,서울1지점,R0003,박준현,H00040,부산한의원8,P004,카디오엑스,0,806876
2025-06,B001,서울1지점,R0003,박준현,H00043,고려약국9,P001,아세트론정,2,550034
2025-06,B001,서울1지점,R0003,박준현,H00043,고려약국9,P002,리바코프캡슐,6,1453324
2025-06,B001,서울1지점,R0003,박준현,H00043,고려약국9,P004,카디오엑스,11,1037893
2025-06,B001,서울1지점,R0003,박준현,H00043,고려약국9,P005,글루코밸런스,1,520327
2025-06,B001,서울1지점,R0003,박준현,H00085,청담내과,P003,네오프라졸,3,284813
2025-06,B001,서울1지점,R0003,박준현,H00085,청담내과,P004,카디오엑스,3,842887
2025-06,B001,서울1지점,R0003,박준현,H00085,청담내과,P005,글루코밸런스,7,1053582
2025-06,B001,서울1지점,R0003,박준현,H00074,우리정형외과,P001,아세트론정,5,1103696
2025-06,B001,서울1지점,R0003,박준현,H00074,우리정형외과,P002,리바코프캡슐,16,3571056
2025-06,B001,서울1지점,R0003,박준현,H00074,우리정형외과,P003,네오프라졸,20,3670911
2025-06,B001,서울1지점,R0003,박준현,H00130,삼성병원,P001,아세트론정,2,1031698
2025-06,B001,서울1지점,R0003,박준현,H00130,삼성병원,P002,리바코프캡슐,1,138266
2025-06,B001,서울1지점,R0003,박준현,H00130,삼성병원,P004,카디오엑스,6,2229721
2025-06,B001,서울1지점,R0003,박준현,H00130,삼성병원,P005,글루코밸런스,3,1050070
2025-06,B001,서울1지점,R0003,박준현,H00159,삼성한의원,P001,아세트론정,8,1179090
2025-06,B001,서울1지점,R0003,박준현,H00159,삼성한의원,P003,네오프라졸,9,2109852
2025-06,B001,서울1지점,R0003,박준현,H00159,삼성한의원,P004,카디오엑스,1,1423353
2025-06,B001,서울1지점,R0003,박준현,H00159,삼성한의원,P005,글루코밸런스,22,3954994
2025-06,B001,서울1지점,R0003,박준현,H00140,드림내과3,P001,아세트론정,0,118693
2025-06,B001,서울1지점,R0003,박준현,H00140,드림내과3,P002,리바코프캡슐,8,918713
2025-06,B001,서울1지점,R0003,박준현,H00140,드림내과3,P003,네오프라졸,0,200223
2025-06,B001,서울1지점,R0003,박준현,H00140,드림내과3,P004,카디오엑스,1,248017
2025-06,B001,서울1지점,R0003,박준현,H00031,청담정형외과6,P002,리바코프캡슐,5,2133631
2025-06,B001,서울1지점,R0003,박준현,H00031,청담정형외과6,P003,네오프라졸,1,300010
2025-06,B001,서울1지점,R0003,박준현,H00031,청담정형외과6,P004,카디오엑스,1,292347
2025-06,B001,서울1지점,R0003,박준현,H00031,청담정형외과6,P005,글루코밸런스,1,204473
2025-06,B001,서울1지점,R0004,송승현,H00096,가온정형외과4,P001,아세트론정,10,1856015
2025-06,B001,서울1지점,R0004,송승현,H00096,가온정형외과4,P002,리바코프캡슐,5,1145571
2025-06,B001,서울1지점,R0004,송승현,H00096,가온정형외과4,P003,네오프라졸,4,1543108
2025-06,B001,서울1지점,R0004,송승현,H00096,가온정형외과4,P005,글루코밸런스,7,1774587
2025-06,B001,서울1지점,R0004,송승현,H00030,부산한의원,P001,아세트론정,3,493506
2025-06,B001,서울1지점,R0004,송승현,H00030,부산한의원,P002,리바코프캡슐,2,928414
2025-06,B001,서울1지점,R0004,송승현,H00030,부산한의원,P003,네오프라졸,8,2962229
2025-06,B001,서울1지점,R0004,송승현,H00030,부산한의원,P004,카디오엑스,1,1040594
2025-06,B001,서울1지점,R0004,송승현,H00030,부산한의원,P005,글루코밸런스,7,1364791
2025-06,B001,서울1지점,R0004,송승현,H00052,해운대의료원,P002,리바코프캡슐,19,6732141
2025-06,B001,서울1지점,R0004,송승현,H00052,해운대의료원,P003,네오프라졸,11,2132213
2025-06,B001,서울1지점,R0004,송승현,H00052,해운대의료원,P004,카디오엑스,13,2631378
2025-06,B001,서울1지점,R0004,송승현,H00052,해운대의료원,P005,글루코밸런스,7,2794399
2025-06,B001,서울1지점,R0004,송승현,H00095,강남의료원,P001,아세트론정,6,1958165
2025-06,B001,서울1지점,R0004,송승현,H00095,강남의료원,P005,글루코밸런스,2,189269
2025-06,B001,서울1지점,R0004,송승현,H00092,삼성의원,P001,아세트론정,7,1776417
2025-06,B001,서울1지점,R0004,송승현,H00092,삼성의원,P002,리바코프캡슐,10,1718601
2025-06,B001,서울1지점,R0004,송승현,H00092,삼성의원,P003,네오프라졸,0,189854
2025-06,B001,서울1지점,R0004,송승현,H00092,삼성의원,P004,카디오엑스,1,307399
2025-06,B001,서울1지점,R0004,송승현,H00092,삼성의원,P005,글루코밸런스,1,309518
2025-06,B001,서울1지점,R0004,송승현,H00151,연세한의원,P002,리바코프캡슐,6,1290344
2025-06,B001,서울1지점,R0004,송승현,H00151,연세한의원,P003,네오프라졸,10,1570686
2025-06,B001,서울1지점,R0004,송승현,H00009,온누리의원,P001,아세트론정,4,958289
2025-06,B001,서울1지점,R0004,송승현,H00009,온누리의원,P002,리바코프캡슐,3,792400
2025-06,B001,서울1지점,R0004,송승현,H00009,온누리의원,P003,네오프라졸,11,2271520
2025-06,B001,서울1지점,R0004,송승현,H00009,온누리의원,P004,카디오엑스,5,1377244
2025-06,B001,서울1지점,R0004,송승현,H00009,온누리의원,P005,글루코밸런스,8,1597710
2025-06,B001,서울1지점,R0004,송승현,H00114,강남병원3,P001,아세트론정,3,719350
2025-06,B001,서울1지점,R0004,송승현,H00114,강남병원3,P002,리바코프캡슐,7,1559687
2025-06,B001,서울1지점,R0004,송승현,H00114,강남병원3,P003,네오프라졸,2,846593
2025-06,B001,서울1지점,R0004,송승현,H00114,강남병원3,P004,카디오엑스,2,542982
2025-06,B001,서울1지점,R0004,송승현,H00114,강남병원3,P005,글루코밸런스,7,1935498
2025-06,B001,서울1지점,R0004,송승현,H00013,연세내과,P001,아세트론정,13,3981803
2025-06,B001,서울1지점,R0004,송승현,H00013,연세내과,P002,리바코프캡슐,7,1214616
2025-06,B001,서울1지점,R0004,송승현,H00013,연세내과,P003,네오프라졸,0,454870
2025-06,B001,서울1지점,R0004,송승현,H00013,연세내과,P004,카디오엑스,10,2388514
2025-06,B001,서울1지점,R0004,송승현,H00029,미래약국,P001,아세트론정,7,2076446
2025-06,B001,서울1지점,R0004,송승현,H00029,미래약국,P002,리바코프캡슐,0,1366406
2025-06,B001,서울1지점,R0004,송승현,H00029,미래약국,P003,네오프라졸,7,1814091
2025-06,B001,서울1지점,R0004,송승현,H00029,미래약국,P004,카디오엑스,1,140226
2025-06,B001,서울1지점,R0004,송승현,H00029,미래약국,P005,글루코밸런스,24,6542466
2025-06,B001,서울1지점,R0004,송승현,H00023,미래의료원,P001,아세트론정,2,826905
2025-06,B001,서울1지점,R0004,송승현,H00023,미래의료원,P003,네오프라졸,4,1239630
2025-06,B001,서울1지점,R0004,송승현,H00023,미래의료원,P004,카디오엑스,1,332056
2025-06,B001,서울1지점,R0004,송승현,H00023,미래의료원,P005,글루코밸런스,0,377579
2025-06,B001,서울1지점,R0004,송승현,H00148,부산한의원,P001,아세트론정,15,3848631
2025-06,B001,서울1지점,R0004,송승현,H00148,부산한의원,P002,리바코프캡슐,1,1374837
2025-06,B001,서울1지점,R0004,송승현,H00148,부산한의원,P004,카디오엑스,1,220589
2025-06,B001,서울1지점,R0004,송승현,H00148,부산한의원,P005,글루코밸런스,8,2027964
2025-06,B001,서울1지점,R0004,송승현,H00145,성모한의원,P001,아세트론정,2,581500
2025-06,B001,서울1지점,R0004,송승현,H00145,성모한의원,P003,네오프라졸,11,2009455
2025-06,B001,서울1지점,R0004,송승현,H00145,성모한의원,P004,카디오엑스,10,2550481
2025-06,B001,서울1지점,R0004,송승현,H00145,성모한의원,P005,글루코밸런스,6,1768368
2025-06,B001,서울1지점,R0004,송승현,H00078,드림의원,P001,아세트론정,8,1895193
2025-06,B001,서울1지점,R0004,송승현,H00078,드림의원,P004,카디오엑스,0,332963
2025-06,B001,서울1지점,R0004,송승현,H00078,드림의원,P005,글루코밸런스,6,613108
2025-06,B001,서울1지점,R0004,송승현,H00168,온누리약국,P004,카디오엑스,5,1305036
2025-06,B001,서울1지점,R0004,송승현,H00076,부산가정의학과,P001,아세트론정,5,1976424
2025-06,B001,서울1지점,R0004,송승현,H00076,부산가정의학과,P002,리바코프캡슐,8,2706536
2025-06,B001,서울1지점,R0004,송승현,H00076,부산가정의학과,P003,네오프라졸,4,1668265
2025-06,B001,서울1지점,R0004,송승현,H00076,부산가정의학과,P005,글루코밸런스,1,457381
2025-06,B001,서울1지점,R0004,송승현,H00011,서울피부과,P005,글루코밸런스,0,1406186
2025-06,B001,서울1지점,R0004,송승현,H00018,서울한의원,P003,네오프라졸,7,1016604
2025-06,B001,서울1지점,R0004,송승현,H00018,서울한의원,P004,카디오엑스,7,2145759
2025-06,B001,서울1지점,R0004,송승현,H00018,서울한의원,P005,글루코밸런스,3,296458
2025-06,B001,서울1지점,R0004,송승현,H00054,삼성약국2,P001,아세트론정,1,138833
2025-06,B001,서울1지점,R0004,송승현,H00054,삼성약국2,P002,리바코프캡슐,8,1433050
2025-06,B001,서울1지점,R0004,송승현,H00054,삼성약국2,P004,카디오엑스,2,698948
2025-06,B001,서울1지점,R0004,송승현,H00006,경기정형외과3,P001,아세트론정,2,1072389
2025-06,B001,서울1지점,R0004,송승현,H00006,경기정형외과3,P002,리바코프캡슐,1,692782
2025-06,B001,서울1지점,R0004,송승현,H00006,경기정형외과3,P003,네오프라졸,1,718621
2025-06,B001,서울1지점,R0004,송승현,H00006,경기정형외과3,P004,카디오엑스,4,659108
2025-06,B001,서울1지점,R0004,송승현,H00062,미래의료원,P001,아세트론정,0,828620
2025-06,B001,서울1지점,R0004,송승현,H00062,미래의료원,P005,글루코밸런스,1,111974
2025-06,B001,서울1지점,R0004,송승현,H00131,성모가정의학과,P001,아세트론정,3,1251635
2025-06,B001,서울1지점,R0004,송승현,H00131,성모가정의학과,P002,리바코프캡슐,6,1249744
2025-06,B001,서울1지점,R0004,송승현,H00131,성모가정의학과,P003,네오프라졸,1,388957
2025-06,B001,서울1지점,R0004,송승현,H00131,성모가정의학과,P005,글루코밸런스,7,1912193
2025-06,B001,서울1지점,R0004,송승현,H00059,서울정형외과,P001,아세트론정,3,1403645
2025-06,B001,서울1지점,R0004,송승현,H00059,서울정형외과,P002,리바코프캡슐,11,1946845
2025-06,B001,서울1지점,R0004,송승현,H00059,서울정형외과,P003,네오프라졸,7,897578
2025-06,B001,서울1지점,R0004,송승현,H00059,서울정형외과,P004,카디오엑스,2,360437
2025-06,B001,서울1지점,R0004,송승현,H00001,부산내과,P002,리바코프캡슐,4,1191222
2025-06,B001,서울1지점,R0004,송승현,H00001,부산내과,P003,네오프라졸,3,525927
2025-06,B001,서울1지점,R0004,송승현,H00001,부산내과,P004,카디오엑스,4,895872
2025-06,B001,서울1지점,R0004,송승현,H00001,부산내과,P005,글루코밸런스,8,1048944
2025-06,B001,서울1지점,R0004,송승현,H00056,연세정형외과,P002,리바코프캡슐,7,1615387
2025-06,B001,서울1지점,R0004,송승현,H00056,연세정형외과,P003,네오프라졸,7,2835486
2025-06,B001,서울1지점,R0004,송승현,H00056,연세정형외과,P004,카디오엑스,4,737775
2025-06,B001,서울1지점,R0004,송승현,H00056,연세정형외과,P005,글루코밸런스,3,720369
2025-06,B001,서울1지점,R0004,송승현,H00008,고려피부과,P001,아세트론정,0,436970
2025-06,B001,서울1지점,R0004,송승현,H00008,고려피부과,P003,네오프라졸,3,853602
2025-06,B001,서울1지점,R0004,송승현,H00098,송도한의원,P001,아세트론정,6,942225
